code,description,coding_system,concept_id,concept_version_id,concept_name,phenotype_id,phenotype_version_id,phenotype_name,code_attributes
C10FJ00,Insulin treated Type 2 diabetes mellitus,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C109H12,Type 2 diabetes mellitus with neuropathic arthropathy,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C109700,Non-insulin dependent diabetes mellitus - poor control,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C109C00,Non-insulin dependent diabetes mellitus with nephropathy,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C109E12,Type 2 diabetes mellitus with diabetic cataract,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C10FN00,Type 2 diabetes mellitus with ketoacidosis,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C10FH00,Type 2 diabetes mellitus with neuropathic arthropathy,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C10FK11,Hyperosmolar non-ketotic state in type II diabetes mellitus,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C10F900,Type 2 diabetes mellitus without complication,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C109.00,Non-insulin dependent diabetes mellitus,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C109.13,Type II diabetes mellitus,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C109912,Type 2 diabetes mellitus without complication,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C109312,Type 2 diabetes mellitus with multiple complications,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C109512,Type 2 diabetes mellitus with gangrene,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C109J12,Insulin treated Type II diabetes mellitus,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C109212,Type 2 diabetes mellitus with neurological complications,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C10F200,Type 2 diabetes mellitus with neurological complications,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C109K00,Hyperosmolar non-ketotic state in type 2 diabetes mellitus,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C109C12,Type 2 diabetes mellitus with nephropathy,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C109000,Non-insulin-dependent diabetes mellitus with renal comps,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C109F12,Type 2 diabetes mellitus with peripheral angiopathy,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C109F11,Type II diabetes mellitus with peripheral angiopathy,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C10FD00,Type 2 diabetes mellitus with hypoglycaemic coma,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C100112,Non-insulin dependent diabetes mellitus,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C10F700,Type 2 diabetes mellitus - poor control,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C109G00,Non-insulin dependent diabetes mellitus with arthropathy,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C10FE11,Type II diabetes mellitus with diabetic cataract,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C109412,Type 2 diabetes mellitus with ulcer,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C109A00,Non-insulin dependent diabetes mellitus with mononeuropathy,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C109H11,Type II diabetes mellitus with neuropathic arthropathy,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C10FE00,Type 2 diabetes mellitus with diabetic cataract,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C109500,Non-insulin dependent diabetes mellitus with gangrene,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C109B12,Type 2 diabetes mellitus with polyneuropathy,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C10FL11,Type II diabetes mellitus with persistent proteinuria,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C10F911,Type II diabetes mellitus without complication,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C109E00,Non-insulin depend diabetes mellitus with diabetic cataract,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C109J00,Insulin treated Type 2 diabetes mellitus,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C109.11,NIDDM - Non-insulin dependent diabetes mellitus,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C10F411,Type II diabetes mellitus with ulcer,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C10FQ00,Type 2 diabetes mellitus with exudative maculopathy,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C109612,Type 2 diabetes mellitus with retinopathy,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C10F111,Type II diabetes mellitus with ophthalmic complications,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C109D12,Type 2 diabetes mellitus with hypoglycaemic coma,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C10F211,Type II diabetes mellitus with neurological complications,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C10FF11,Type II diabetes mellitus with peripheral angiopathy,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C109411,Type II diabetes mellitus with ulcer,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C109711,Type II diabetes mellitus - poor control,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C109D00,Non-insulin dependent diabetes mellitus with hypoglyca coma,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C10FC00,Type 2 diabetes mellitus with nephropathy,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C109211,Type II diabetes mellitus with neurological complications,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C10FD11,Type II diabetes mellitus with hypoglycaemic coma,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C109B00,Non-insulin dependent diabetes mellitus with polyneuropathy,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C10FH11,Type II diabetes mellitus with neuropathic arthropathy,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C109011,Type II diabetes mellitus with renal complications,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C10F611,Type II diabetes mellitus with retinopathy,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C10FL00,Type 2 diabetes mellitus with persistent proteinuria,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C10F.00,Type 2 diabetes mellitus,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C10F000,Type 2 diabetes mellitus with renal complications,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C10F100,Type 2 diabetes mellitus with ophthalmic complications,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C109D11,Type II diabetes mellitus with hypoglycaemic coma,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C10FG11,Type II diabetes mellitus with arthropathy,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C109A11,Type II diabetes mellitus with mononeuropathy,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C10FA00,Type 2 diabetes mellitus with mononeuropathy,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C109400,Non-insulin dependent diabetes mellitus with ulcer,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C109G11,Type II diabetes mellitus with arthropathy,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C109G12,Type 2 diabetes mellitus with arthropathy,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C10F311,Type II diabetes mellitus with multiple complications,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C109600,Non-insulin-dependent diabetes mellitus with retinopathy,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C10FA11,Type II diabetes mellitus with mononeuropathy,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C10FB11,Type II diabetes mellitus with polyneuropathy,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C109E11,Type II diabetes mellitus with diabetic cataract,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C109J11,Insulin treated non-insulin dependent diabetes mellitus,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C109112,Type 2 diabetes mellitus with ophthalmic complications,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C10FJ11,Insulin treated Type II diabetes mellitus,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C109611,Type II diabetes mellitus with retinopathy,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C10FK00,Hyperosmolar non-ketotic state in type 2 diabetes mellitus,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C109300,Non-insulin-dependent diabetes mellitus with multiple comps,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C109511,Type II diabetes mellitus with gangrene,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C10F600,Type 2 diabetes mellitus with retinopathy,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C10FC11,Type II diabetes mellitus with nephropathy,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C103y00,Other specified diabetes mellitus with coma,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C10F400,Type 2 diabetes mellitus with ulcer,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C10FB00,Type 2 diabetes mellitus with polyneuropathy,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C10F711,Type II diabetes mellitus - poor control,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C10F500,Type 2 diabetes mellitus with gangrene,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C109111,Type II diabetes mellitus with ophthalmic complications,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C109C11,Type II diabetes mellitus with nephropathy,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C10FP00,Type 2 diabetes mellitus with ketoacidotic coma,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C109200,Non-insulin-dependent diabetes mellitus with neuro comps,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
C109911,Type II diabetes mellitus without complication,Read codes v2,C2138,5414,Type 2 Diabetes - Primary Care,PH718,1436,Type 2 Diabetes,"[{""Entity type"": ""res56: Type 2 Diabetes"", ""Category"": ""diagnostic"", ""Coding System (Read)"": ""Read""}]"
