,product_id,short_name,long_name,brand_name,product_molecule_code,product_atc_code,product_ephmra_code,dosage_1,product_dosage_unit_code_1,dosage_2,product_dosage_unit_code_2,dosage_3,product_dosage_unit_code_3,dose_1,product_dose_unit_code_1,dose_2,product_dose_unit_code_2,is_generic,is_dci,substitute_product_id,parent_product_id,dose,product_dose_unit_code,country_code,platform_code,data_source_code,job_id,created_date,updated_date,status_code
1784,2146,Metformin 500mg tablets (Zentiva Pharma UK Ltd),Metformin 500mg tablets (Zentiva Pharma UK Ltd),,INUK.117,A10BA02,,500,INUK.258684004,0,,0,,0,,0,,t,f,,2102,0,,UK,IN,D ,132873,02/10/2018,10/05/2021,V
1785,2147,Metformin 500mg tablets (Zentiva Pharma UK Ltd),Metformin 500mg tablets (Zentiva Pharma UK Ltd) 84 tablet4 x 21 tablets,,INUK.117,A10BA02,,500,INUK.258684004,0,,0,,84,INUK.428673006,0,,t,f,,2146,0,,UK,IN,D ,132873,02/10/2018,10/05/2021,V
1791,2153,Metformin 500mg tablets (Alliance Healthcare (Distribution) Ltd),Metformin 500mg tablets (Alliance Healthcare (Distribution) Ltd),,INUK.117,A10BA02,,500,INUK.258684004,0,,0,,0,,0,,t,f,,2102,0,,UK,IN,D ,66431,02/10/2018,04/05/2020,V
1792,2154,Metformin 500mg tablets (Alliance Healthcare (Distribution) Ltd),Metformin 500mg tablets (Alliance Healthcare (Distribution) Ltd) 28 tablet2 x 14 tablets,,INUK.117,A10BA02,,500,INUK.258684004,0,,0,,28,INUK.428673006,0,,t,f,,2153,0,,UK,IN,D ,66431,02/10/2018,04/05/2020,V
1793,2155,Metformin 500mg tablets (Alliance Healthcare (Distribution) Ltd),Metformin 500mg tablets (Alliance Healthcare (Distribution) Ltd) 500 tablet,,INUK.117,A10BA02,,500,INUK.258684004,0,,0,,500,INUK.428673006,0,,t,f,,2153,0,,UK,IN,D ,66431,02/10/2018,04/05/2020,V
1800,2162,Metformin 850mg tablets,Metformin 850mg tablets,,INUK.117,A10BA02,,850,INUK.258684004,0,,0,,0,,0,,f,t,,,0,,UK,IN,D ,66431,02/10/2018,04/05/2020,V
1801,2163,Metformin 850mg tablets (A A H Pharmaceuticals Ltd),Metformin 850mg tablets (A A H Pharmaceuticals Ltd),,INUK.117,A10BA02,,850,INUK.258684004,0,,0,,0,,0,,t,f,,2162,0,,UK,IN,D ,66431,02/10/2018,04/05/2020,V
1802,2164,Metformin 850mg tablets (A A H Pharmaceuticals Ltd),Metformin 850mg tablets (A A H Pharmaceuticals Ltd) 300 tablet,,INUK.117,A10BA02,,850,INUK.258684004,0,,0,,300,INUK.428673006,0,,t,f,,2163,0,,UK,IN,D ,66431,02/10/2018,04/05/2020,V
1803,2165,Metformin 850mg tablets (A A H Pharmaceuticals Ltd),Metformin 850mg tablets (A A H Pharmaceuticals Ltd) 56 tablet,,INUK.117,A10BA02,,850,INUK.258684004,0,,0,,56,INUK.428673006,0,,t,f,,2163,0,,UK,IN,D ,66431,02/10/2018,04/05/2020,V
1808,2170,Metformin 850mg tablets (Actavis UK Ltd),Metformin 850mg tablets (Actavis UK Ltd),,INUK.117,A10BA02,,850,INUK.258684004,0,,0,,0,,0,,t,f,,2162,0,,UK,IN,D ,66431,02/10/2018,04/05/2020,V
1809,2171,Metformin 850mg tablets (Actavis UK Ltd),Metformin 850mg tablets (Actavis UK Ltd) 56 tablet4 x 14 tablets,,INUK.117,A10BA02,,850,INUK.258684004,0,,0,,56,INUK.428673006,0,,t,f,,2170,0,,UK,IN,D ,66431,02/10/2018,04/05/2020,V
1811,2173,Metformin 850mg tablets (Teva UK Ltd),Metformin 850mg tablets (Teva UK Ltd),,INUK.117,A10BA02,,850,INUK.258684004,0,,0,,0,,0,,t,f,,2162,0,,UK,IN,D ,66431,02/10/2018,04/05/2020,V
1812,2174,Metformin 850mg tablets (Teva UK Ltd),Metformin 850mg tablets (Teva UK Ltd) 56 tablet4 x 14 tablets,,INUK.117,A10BA02,,850,INUK.258684004,0,,0,,56,INUK.428673006,0,,t,f,,2173,0,,UK,IN,D ,66431,02/10/2018,04/05/2020,V
1813,2175,Metformin 850mg tablets (Viatris UK Healthcare Ltd),Metformin 850mg tablets (Viatris UK Healthcare Ltd),,INUK.117,A10BA02,,850,INUK.258684004,0,,0,,0,,0,,t,f,,2162,0,,UK,IN,D ,159313,02/10/2018,10/02/2022,V
1814,2176,Metformin 850mg tablets (Viatris UK Healthcare Ltd),Metformin 850mg tablets (Viatris UK Healthcare Ltd) 300 tablet,,INUK.117,A10BA02,,850,INUK.258684004,0,,0,,300,INUK.428673006,0,,t,f,,2175,0,,UK,IN,D ,159313,02/10/2018,10/02/2022,V
1815,2177,Metformin 850mg tablets (Viatris UK Healthcare Ltd),Metformin 850mg tablets (Viatris UK Healthcare Ltd) 56 tablet4 x 14 tablets,,INUK.117,A10BA02,,850,INUK.258684004,0,,0,,56,INUK.428673006,0,,t,f,,2175,0,,UK,IN,D ,159313,02/10/2018,10/02/2022,V
1816,2178,Metformin 850mg tablets (Kent Pharma (UK) Ltd),Metformin 850mg tablets (Kent Pharma (UK) Ltd),,INUK.117,A10BA02,,850,INUK.258684004,0,,0,,0,,0,,t,f,,2162,0,,UK,IN,D ,137262,02/10/2018,10/07/2021,V
1817,2179,Metformin 850mg tablets (Kent Pharma (UK) Ltd),Metformin 850mg tablets (Kent Pharma (UK) Ltd) 300 tablet,,INUK.117,A10BA02,,850,INUK.258684004,0,,0,,300,INUK.428673006,0,,t,f,,2178,0,,UK,IN,D ,137262,02/10/2018,10/07/2021,V
1820,2182,Metformin 850mg tablets (Kent Pharma (UK) Ltd),Metformin 850mg tablets (Kent Pharma (UK) Ltd) 56 tablet,,INUK.117,A10BA02,,850,INUK.258684004,0,,0,,56,INUK.428673006,0,,t,f,,2178,0,,UK,IN,D ,137262,02/10/2018,10/07/2021,V
1821,2183,Metformin 850mg tablets (Sandoz Ltd),Metformin 850mg tablets (Sandoz Ltd),,INUK.117,A10BA02,,850,INUK.258684004,0,,0,,0,,0,,t,f,,2162,0,,UK,IN,D ,66431,02/10/2018,04/05/2020,V
1822,2184,Metformin 850mg tablets (Sandoz Ltd),Metformin 850mg tablets (Sandoz Ltd) 56 tablet,,INUK.117,A10BA02,,850,INUK.258684004,0,,0,,56,INUK.428673006,0,,t,f,,2183,0,,UK,IN,D ,66431,02/10/2018,04/05/2020,V
1823,2185,Glucophage 850mg tablets (Merck Serono Ltd),Glucophage 850mg tablets (Merck Serono Ltd),Glucophage,INUK.117,A10BA02,,850,INUK.258684004,0,,0,,0,,0,,f,f,,2162,0,,UK,IN,D ,66431,02/10/2018,04/05/2020,V
1824,2186,Glucophage 850mg tablets (Merck Serono Ltd),Glucophage 850mg tablets (Merck Serono Ltd) 56 tablet4 x 14 tablets,Glucophage,INUK.117,A10BA02,,850,INUK.258684004,0,,0,,56,INUK.428673006,0,,f,f,,2185,0,,UK,IN,D ,66431,02/10/2018,04/05/2020,V
1863,2237,Metformin 850mg tablets (Alliance Healthcare (Distribution) Ltd),Metformin 850mg tablets (Alliance Healthcare (Distribution) Ltd) 56 tablet4 x 14 tablets,,INUK.117,A10BA02,,850,INUK.258684004,0,,0,,56,INUK.428673006,0,,t,f,,2235,0,,UK,IN,D ,66431,02/10/2018,04/05/2020,V
5016,5817,Metformin 500mg tablets (Kent Pharma (UK) Ltd),Metformin 500mg tablets (Kent Pharma (UK) Ltd) 28 tablet2 x 14 tablets,,INUK.117,A10BA02,,500,INUK.258684004,0,,0,,28,INUK.428673006,0,,t,f,,2136,0,,UK,IN,D ,137262,02/10/2018,10/07/2021,V
24292,26641,Metformin 500mg tablets (Alliance Healthcare (Distribution) Ltd),Metformin 500mg tablets (Alliance Healthcare (Distribution) Ltd) 84 tablet6 x 14 tablets,,INUK.117,A10BA02,,500,INUK.258684004,0,,0,,84,INUK.428673006,0,,t,f,,2153,0,,UK,IN,D ,66431,02/10/2018,04/05/2020,V
47373,50451,Metformin 500mg tablets (IVAX Pharmaceuticals UK Ltd),Metformin 500mg tablets (IVAX Pharmaceuticals UK Ltd),,INUK.117,A10BA02,,500,INUK.258684004,0,,0,,0,,0,,t,f,,2102,0,,UK,IN,D ,66431,02/10/2018,04/05/2020,V
47374,50452,Metformin 500mg tablets (IVAX Pharmaceuticals UK Ltd),Metformin 500mg tablets (IVAX Pharmaceuticals UK Ltd) 28 tablet2 x 14 tablets,,INUK.117,A10BA02,,500,INUK.258684004,0,,0,,28,INUK.428673006,0,,t,f,,50451,0,,UK,IN,D ,66431,02/10/2018,04/05/2020,V
47438,50516,Metformin 500mg tablets (IVAX Pharmaceuticals UK Ltd),Metformin 500mg tablets (IVAX Pharmaceuticals UK Ltd) 84 tablet6 x 14 tablets,,INUK.117,A10BA02,,500,INUK.258684004,0,,0,,84,INUK.428673006,0,,t,f,,50451,0,,UK,IN,D ,66431,02/10/2018,04/05/2020,V
47492,50570,Metformin 850mg tablets (IVAX Pharmaceuticals UK Ltd),Metformin 850mg tablets (IVAX Pharmaceuticals UK Ltd),,INUK.117,A10BA02,,850,INUK.258684004,0,,0,,0,,0,,t,f,,2162,0,,UK,IN,D ,66431,02/10/2018,04/05/2020,V
47493,50571,Metformin 850mg tablets (IVAX Pharmaceuticals UK Ltd),Metformin 850mg tablets (IVAX Pharmaceuticals UK Ltd) 56 tablet4 x 14 tablets,,INUK.117,A10BA02,,850,INUK.258684004,0,,0,,56,INUK.428673006,0,,t,f,,50570,0,,UK,IN,D ,66431,02/10/2018,04/05/2020,V
50845,54101,Metformin 500mg tablets (Ranbaxy (UK) Ltd),Metformin 500mg tablets (Ranbaxy (UK) Ltd),,INUK.117,A10BA02,,500,INUK.258684004,0,,0,,0,,0,,t,f,,2102,0,,UK,IN,D ,66431,02/10/2018,04/05/2020,V
50846,54102,Metformin 500mg tablets (Ranbaxy (UK) Ltd),Metformin 500mg tablets (Ranbaxy (UK) Ltd) 84 tablet6 x 14 tablets,,INUK.117,A10BA02,,500,INUK.258684004,0,,0,,84,INUK.428673006,0,,t,f,,54101,0,,UK,IN,D ,66431,02/10/2018,04/05/2020,V
50851,54107,Metformin 500mg tablets (Ranbaxy (UK) Ltd),Metformin 500mg tablets (Ranbaxy (UK) Ltd) 28 tablet2 x 14 tablets,,INUK.117,A10BA02,,500,INUK.258684004,0,,0,,28,INUK.428673006,0,,t,f,,54101,0,,UK,IN,D ,66431,02/10/2018,04/05/2020,V
50858,54114,Metformin 850mg tablets (Ranbaxy (UK) Ltd),Metformin 850mg tablets (Ranbaxy (UK) Ltd),,INUK.117,A10BA02,,850,INUK.258684004,0,,0,,0,,0,,t,f,,2162,0,,UK,IN,D ,66431,02/10/2018,04/05/2020,V
50859,54115,Metformin 850mg tablets (Ranbaxy (UK) Ltd),Metformin 850mg tablets (Ranbaxy (UK) Ltd) 56 tablet4 x 14 tablets,,INUK.117,A10BA02,,850,INUK.258684004,0,,0,,56,INUK.428673006,0,,t,f,,54114,0,,UK,IN,D ,66431,02/10/2018,04/05/2020,V
59022,62608,Metformin 425mg/5ml oral solution,Metformin 425mg/5ml oral solution,,INUK.117,A10BA02,,85,INUK.258684004,0,,0,,0,,0,,f,t,,,0,,UK,IN,D ,66431,02/10/2018,04/05/2020,V
59023,62609,Metformin 425mg/5ml oral solution (Special Order),Metformin 425mg/5ml oral solution (Special Order),,INUK.117,A10BA02,,85,INUK.258684004,0,,0,,0,,0,,t,f,,62608,0,,UK,IN,D ,66431,02/10/2018,04/05/2020,V
59025,62610,Metformin 425mg/5ml oral solution (Special Order),Metformin 425mg/5ml oral solution (Special Order) 1 ml,,INUK.117,A10BA02,,85,INUK.258684004,0,,0,,1,INUK.258773002,0,,t,f,,62609,0,,UK,IN,D ,66431,02/10/2018,04/05/2020,V
59026,62611,Metformin 250mg/5ml oral solution,Metformin 250mg/5ml oral solution,,INUK.117,A10BA02,,50,INUK.258684004,0,,0,,0,,0,,f,t,,,0,,UK,IN,D ,66431,02/10/2018,04/05/2020,V
59027,62612,Metformin 250mg/5ml oral solution (Special Order),Metformin 250mg/5ml oral solution (Special Order),,INUK.117,A10BA02,,50,INUK.258684004,0,,0,,0,,0,,t,f,,62611,0,,UK,IN,D ,66431,02/10/2018,04/05/2020,V
59028,62613,Metformin 250mg/5ml oral solution (Special Order),Metformin 250mg/5ml oral solution (Special Order) 1 ml,,INUK.117,A10BA02,,50,INUK.258684004,0,,0,,1,INUK.258773002,0,,t,f,,62612,0,,UK,IN,D ,66431,02/10/2018,04/05/2020,V
59029,62614,Metformin 425mg/5ml oral suspension,Metformin 425mg/5ml oral suspension,,INUK.117,A10BA02,,85,INUK.258684004,0,,0,,0,,0,,f,t,,,0,,UK,IN,D ,66431,02/10/2018,04/05/2020,V
59030,62615,Metformin 425mg/5ml oral suspension (Special Order),Metformin 425mg/5ml oral suspension (Special Order),,INUK.117,A10BA02,,85,INUK.258684004,0,,0,,0,,0,,t,f,,62614,0,,UK,IN,D ,66431,02/10/2018,04/05/2020,V
59031,62616,Metformin 425mg/5ml oral suspension (Special Order),Metformin 425mg/5ml oral suspension (Special Order) 1 ml,,INUK.117,A10BA02,,85,INUK.258684004,0,,0,,1,INUK.258773002,0,,t,f,,62615,0,,UK,IN,D ,66431,02/10/2018,04/05/2020,V
59040,62625,Metformin 250mg/5ml oral suspension,Metformin 250mg/5ml oral suspension,,INUK.117,A10BA02,,50,INUK.258684004,0,,0,,0,,0,,f,t,,,0,,UK,IN,D ,66431,02/10/2018,04/05/2020,V
59041,62626,Metformin 250mg/5ml oral suspension (Special Order),Metformin 250mg/5ml oral suspension (Special Order),,INUK.117,A10BA02,,50,INUK.258684004,0,,0,,0,,0,,t,f,,62625,0,,UK,IN,D ,66431,02/10/2018,04/05/2020,V
59042,62627,Metformin 250mg/5ml oral suspension (Special Order),Metformin 250mg/5ml oral suspension (Special Order) 1 ml,,INUK.117,A10BA02,,50,INUK.258684004,0,,0,,1,INUK.258773002,0,,t,f,,62626,0,,UK,IN,D ,66431,02/10/2018,04/05/2020,V
59043,62628,Metformin 500mg/5ml oral solution,Metformin 500mg/5ml oral solution,,INUK.117,A10BA02,,100,INUK.258684004,0,,0,,0,,0,,f,t,,,0,,UK,IN,D ,66431,02/10/2018,04/05/2020,V
59044,62629,Metformin 500mg/5ml oral solution (Special Order),Metformin 500mg/5ml oral solution (Special Order),,INUK.117,A10BA02,,100,INUK.258684004,0,,0,,0,,0,,t,f,,62628,0,,UK,IN,D ,66431,02/10/2018,04/05/2020,V
59045,62630,Metformin 500mg/5ml oral solution (Special Order),Metformin 500mg/5ml oral solution (Special Order) 1 ml,,INUK.117,A10BA02,,100,INUK.258684004,0,,0,,1,INUK.258773002,0,,t,f,,62629,0,,UK,IN,D ,66431,02/10/2018,04/05/2020,V
59050,62635,Metformin 500mg/5ml oral suspension,Metformin 500mg/5ml oral suspension,,INUK.117,A10BA02,,100,INUK.258684004,0,,0,,0,,0,,f,t,,,0,,UK,IN,D ,66431,02/10/2018,04/05/2020,V
59051,62636,Metformin 500mg/5ml oral suspension (Special Order),Metformin 500mg/5ml oral suspension (Special Order),,INUK.117,A10BA02,,100,INUK.258684004,0,,0,,0,,0,,t,f,,62635,0,,UK,IN,D ,66431,02/10/2018,04/05/2020,V
59052,62637,Metformin 500mg/5ml oral suspension (Special Order),Metformin 500mg/5ml oral suspension (Special Order) 1 ml,,INUK.117,A10BA02,,100,INUK.258684004,0,,0,,1,INUK.258773002,0,,t,f,,62636,0,,UK,IN,D ,66431,02/10/2018,04/05/2020,V
59059,62644,Metformin 850mg/5ml oral solution,Metformin 850mg/5ml oral solution,,INUK.117,A10BA02,,170,INUK.258684004,0,,0,,0,,0,,f,t,,,0,,UK,IN,D ,66431,02/10/2018,04/05/2020,V
59060,62645,Metformin 850mg/5ml oral solution (Special Order),Metformin 850mg/5ml oral solution (Special Order),,INUK.117,A10BA02,,170,INUK.258684004,0,,0,,0,,0,,t,f,,62644,0,,UK,IN,D ,66431,02/10/2018,04/05/2020,V
59061,62646,Metformin 850mg/5ml oral solution (Special Order),Metformin 850mg/5ml oral solution (Special Order) 1 ml,,INUK.117,A10BA02,,170,INUK.258684004,0,,0,,1,INUK.258773002,0,,t,f,,62645,0,,UK,IN,D ,66431,02/10/2018,04/05/2020,V
59070,62655,Metformin 850mg/5ml oral suspension,Metformin 850mg/5ml oral suspension,,INUK.117,A10BA02,,170,INUK.258684004,0,,0,,0,,0,,f,t,,,0,,UK,IN,D ,66431,02/10/2018,04/05/2020,V
59071,62656,Metformin 850mg/5ml oral suspension (Special Order),Metformin 850mg/5ml oral suspension (Special Order),,INUK.117,A10BA02,,170,INUK.258684004,0,,0,,0,,0,,t,f,,62655,0,,UK,IN,D ,66431,02/10/2018,04/05/2020,V
59072,62657,Metformin 850mg/5ml oral suspension (Special Order),Metformin 850mg/5ml oral suspension (Special Order) 1 ml,,INUK.117,A10BA02,,170,INUK.258684004,0,,0,,1,INUK.258773002,0,,t,f,,62656,0,,UK,IN,D ,66431,02/10/2018,04/05/2020,V
60171,63773,Metformin 850mg capsules,Metformin 850mg capsules,,INUK.117,A10BA02,,850,INUK.258684004,0,,0,,0,,0,,f,t,,,0,,UK,IN,D ,66431,02/10/2018,04/05/2020,V
60172,63774,Metformin 850mg capsules (Special Order),Metformin 850mg capsules (Special Order),,INUK.117,A10BA02,,850,INUK.258684004,0,,0,,0,,0,,t,f,,63773,0,,UK,IN,D ,66431,02/10/2018,04/05/2020,V
60173,63775,Metformin 850mg capsules (Special Order),Metformin 850mg capsules (Special Order) 1 capsule,,INUK.117,A10BA02,,850,INUK.258684004,0,,0,,1,INUK.428641000,0,,t,f,,63774,0,,UK,IN,D ,66431,02/10/2018,04/05/2020,V
61973,65688,Metformin 500mg modified-release tablets,Metformin 500mg modified-release tablets,,INUK.117,A10BA02,,500,INUK.258684004,0,,0,,0,,0,,f,t,,,0,,UK,IN,D ,66431,02/10/2018,04/05/2020,V
61974,65689,Glucophage SR 500mg tablets (Merck Serono Ltd),Glucophage SR 500mg tablets (Merck Serono Ltd),Glucophage SR,INUK.117,A10BA02,,500,INUK.258684004,0,,0,,0,,0,,f,f,,356226,0,,UK,IN,D ,93366,02/10/2018,10/11/2020,V
61975,65690,Glucophage SR 500mg tablets (Merck Serono Ltd),Glucophage SR 500mg tablets (Merck Serono Ltd) 28 tablet2 x 14 tablets,Glucophage SR,INUK.117,A10BA02,,500,INUK.258684004,0,,0,,28,INUK.428673006,0,,f,f,,65689,0,,UK,IN,D ,66431,02/10/2018,04/05/2020,V
61976,65691,Glucophage SR 500mg tablets (Merck Serono Ltd),Glucophage SR 500mg tablets (Merck Serono Ltd) 56 tablet4 x 14 tablets,Glucophage SR,INUK.117,A10BA02,,500,INUK.258684004,0,,0,,56,INUK.428673006,0,,f,f,,65689,0,,UK,IN,D ,66431,02/10/2018,04/05/2020,V
66179,70107,Metformin 850mg tablets (Wockhardt UK Ltd),Metformin 850mg tablets (Wockhardt UK Ltd),,INUK.117,A10BA02,,850,INUK.258684004,0,,0,,0,,0,,t,f,,2162,0,,UK,IN,D ,66431,02/10/2018,04/05/2020,V
66180,70108,Metformin 850mg tablets (Wockhardt UK Ltd),Metformin 850mg tablets (Wockhardt UK Ltd) 56 tablet4 x 14 tablets,,INUK.117,A10BA02,,850,INUK.258684004,0,,0,,56,INUK.428673006,0,,t,f,,70107,0,,UK,IN,D ,66431,02/10/2018,04/05/2020,V
67814,71822,Metformin 850mg tablets (The Boots Company Plc),Metformin 850mg tablets (The Boots Company Plc),,INUK.117,A10BA02,,850,INUK.258684004,0,,0,,0,,0,,t,f,,2162,0,,UK,IN,D ,66431,02/10/2018,04/05/2020,V
67815,71823,Metformin 850mg tablets (The Boots Company Plc),Metformin 850mg tablets (The Boots Company Plc) 56 tablet2 x 28 tablets,,INUK.117,A10BA02,,850,INUK.258684004,0,,0,,56,INUK.428673006,0,,t,f,,71822,0,,UK,IN,D ,66431,02/10/2018,04/05/2020,V
68141,72155,Metformin 500mg tablets (Almus Pharmaceuticals Ltd),Metformin 500mg tablets (Almus Pharmaceuticals Ltd),,INUK.117,A10BA02,,500,INUK.258684004,0,,0,,0,,0,,t,f,,2102,0,,UK,IN,D ,66431,02/10/2018,04/05/2020,V
68142,72156,Metformin 500mg tablets (Almus Pharmaceuticals Ltd),Metformin 500mg tablets (Almus Pharmaceuticals Ltd) 28 tablet2 x 14 tablets,,INUK.117,A10BA02,,500,INUK.258684004,0,,0,,28,INUK.428673006,0,,t,f,,72155,0,,UK,IN,D ,66431,02/10/2018,04/05/2020,V
68145,72159,Metformin 500mg tablets (Almus Pharmaceuticals Ltd),Metformin 500mg tablets (Almus Pharmaceuticals Ltd) 84 tablet6 x 14 tablets,,INUK.117,A10BA02,,500,INUK.258684004,0,,0,,84,INUK.428673006,0,,t,f,,72155,0,,UK,IN,D ,66431,02/10/2018,04/05/2020,V
68154,72168,Metformin 850mg tablets (Almus Pharmaceuticals Ltd),Metformin 850mg tablets (Almus Pharmaceuticals Ltd),,INUK.117,A10BA02,,850,INUK.258684004,0,,0,,0,,0,,t,f,,2162,0,,UK,IN,D ,66431,02/10/2018,04/05/2020,V
68155,72169,Metformin 850mg tablets (Almus Pharmaceuticals Ltd),Metformin 850mg tablets (Almus Pharmaceuticals Ltd) 56 tablet4 x 14 tablets,,INUK.117,A10BA02,,850,INUK.258684004,0,,0,,56,INUK.428673006,0,,t,f,,72168,0,,UK,IN,D ,66431,02/10/2018,04/05/2020,V
68722,72764,Metformin 500mg tablets (Wockhardt UK Ltd),Metformin 500mg tablets (Wockhardt UK Ltd) 84 tablet6 x 14 tablets,,INUK.117,A10BA02,,500,INUK.258684004,0,,0,,84,INUK.428673006,0,,t,f,,70105,0,,UK,IN,D ,66431,02/10/2018,04/05/2020,V
70773,74853,Metformin 500mg tablets (Viatris UK Healthcare Ltd),Metformin 500mg tablets (Viatris UK Healthcare Ltd) 28 tablet2 x 14 tablets,,INUK.117,A10BA02,,500,INUK.258684004,0,,0,,28,INUK.428673006,0,,t,f,,2129,0,,UK,IN,D ,159313,02/10/2018,10/02/2022,V
71726,75824,Metformin 500mg tablets (Relonchem Ltd),Metformin 500mg tablets (Relonchem Ltd),,INUK.117,A10BA02,,500,INUK.258684004,0,,0,,0,,0,,t,f,,2102,0,,UK,IN,D ,66431,02/10/2018,04/05/2020,V
71727,75825,Metformin 500mg tablets (Relonchem Ltd),Metformin 500mg tablets (Relonchem Ltd) 28 tablet,,INUK.117,A10BA02,,500,INUK.258684004,0,,0,,28,INUK.428673006,0,,t,f,,75824,0,,UK,IN,D ,66431,02/10/2018,04/05/2020,V
71728,75826,Metformin 500mg tablets (Relonchem Ltd),Metformin 500mg tablets (Relonchem Ltd) 500 tablet,,INUK.117,A10BA02,,500,INUK.258684004,0,,0,,500,INUK.428673006,0,,t,f,,75824,0,,UK,IN,D ,66431,02/10/2018,04/05/2020,V
71733,75831,Metformin 850mg tablets (Relonchem Ltd),Metformin 850mg tablets (Relonchem Ltd),,INUK.117,A10BA02,,850,INUK.258684004,0,,0,,0,,0,,t,f,,2162,0,,UK,IN,D ,66431,02/10/2018,04/05/2020,V
71734,75832,Metformin 850mg tablets (Relonchem Ltd),Metformin 850mg tablets (Relonchem Ltd) 56 tablet,,INUK.117,A10BA02,,850,INUK.258684004,0,,0,,56,INUK.428673006,0,,t,f,,75831,0,,UK,IN,D ,66431,02/10/2018,04/05/2020,V
71736,75834,Metformin 850mg tablets (Relonchem Ltd),Metformin 850mg tablets (Relonchem Ltd) 300 tablet,,INUK.117,A10BA02,,850,INUK.258684004,0,,0,,300,INUK.428673006,0,,t,f,,75831,0,,UK,IN,D ,66431,02/10/2018,04/05/2020,V
72461,76594,Metformin 500mg tablets (Arrow Generics Ltd),Metformin 500mg tablets (Arrow Generics Ltd),,INUK.117,A10BA02,,500,INUK.258684004,0,,0,,0,,0,,t,f,,2102,0,,UK,IN,D ,66431,02/10/2018,04/05/2020,V
