code,description,coding_system,concept_id,concept_version_id,concept_name,phenotype_id,phenotype_version_id,phenotype_name,code_attributes
7A41311,Femoro-femoral prosthetic cross over graft,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""30989"", ""Category"": ""Other PAD procedures (3)""}]"
G73..00,Other peripheral vascular disease,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""5943"", ""Category"": ""Peripheral vascular disease (7)""}]"
7A44000,Percutaneous transluminal angioplasty of iliac artery,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""10827"", ""Category"": ""Other PAD procedures (3)""}]"
C107100,"Diabetes mellitus, adult, + peripheral circulatory disorder",Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""63357"", ""Category"": ""Peripheral vascular disease (7)""}]"
R055000,[D]Failure of peripheral circulation,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""14796"", ""Category"": ""Peripheral vascular disease (7)""}]"
7A41600,Emerg bypass leg artery by aorta/com fem art anastomosis NEC,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""66917"", ""Category"": ""Other PAD procedures (3)""}]"
7A10100,Bypass aorta by anastomosis axillary to femoral artery NEC,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""23352"", ""Category"": ""Other PAD procedures (3)""}]"
G742400,Embolism and thrombosis of the femoral artery,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""2065"", ""Category"": ""Leg or aortic embolism or thrombosis (8)""}]"
7A42111,Endarterectomy of common iliac artery NEC,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""44430"", ""Category"": ""Other PAD procedures (3)""}]"
G731.00,Thromboangiitis obliterans,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""34638"", ""Category"": ""Peripheral vascular disease (7)""}]"
C108G00,Insulin dependent diab mell with peripheral angiopathy,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""64446"", ""Category"": ""Peripheral vascular disease (7)""}]"
G73y500,Acroparaesthesia - Nothnagel's type,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""25954"", ""Category"": ""Peripheral vascular disease (7)""}]"
7A44y00,Other specified transluminal operation on iliac artery,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""28894"", ""Category"": ""Other PAD procedures (3)""}]"
7A12300,Bypass bifurcation aorta by anastom aorta to iliac artery,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""15532"", ""Category"": ""Other PAD procedures (3)""}]"
7A4B300,Percutaneous transluminal embolectomy of popliteal artery,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""52289"", ""Category"": ""Other PAD procedures (3)""}]"
7A4A300,Open embolectomy popliteal artery,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""39437"", ""Category"": ""Other PAD procedures (3)""}]"
R054200,[D]Gangrene of toe in diabetic,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""53634"", ""Category"": ""Peripheral vascular disease (7)""}]"
7A47100,Emerg bypass popliteal art by pop/pop art anast c prosth NEC,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""67818"", ""Category"": ""Other PAD procedures (3)""}]"
7A43000,Repair of iliac artery NEC,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""61256"", ""Category"": ""Other PAD procedures (3)""}]"
7A19200,Open embolectomy of bifurcation of aorta,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""55402"", ""Category"": ""Other PAD procedures (3)""}]"
C109F00,Non-insulin-dependent d m with peripheral angiopath,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""54212"", ""Category"": ""Peripheral vascular disease (7)""}]"
7A48400,Bypass femoral artery by fem/tib art anast c prosthesis NEC,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""39877"", ""Category"": ""Other PAD procedures (3)""}]"
7A43.00,Other open operations on iliac artery,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""51331"", ""Category"": ""Other PAD procedures (3)""}]"
G73..11,Peripheral ischaemic vascular disease,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""5702"", ""Category"": ""Peripheral vascular disease (7)""}]"
7A43111,Open embolectomy of common iliac artery,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""47562"", ""Category"": ""Other PAD procedures (3)""}]"
7A12311,Aorto biiliac graft,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""3778"", ""Category"": ""Other PAD procedures (3)""}]"
M271.12,Ischaemic leg ulcer,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""6308"", ""Category"": ""Peripheral vascular disease (7)""}]"
C107.00,Diabetes mellitus with peripheral circulatory disorder,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""35399"", ""Category"": ""Peripheral vascular disease (7)""}]"
7A49.00,Reconstruction of femoral artery or popliteal artery,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""31338"", ""Category"": ""Other PAD procedures (3)""}]"
C107400,NIDDM with peripheral circulatory disorder,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""56803"", ""Category"": ""Peripheral vascular disease (7)""}]"
7A44100,Percutaneous transluminal embolectomy of iliac artery,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""66930"", ""Category"": ""Other PAD procedures (3)""}]"
7A44z00,Transluminal operation on iliac artery NOS,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""55877"", ""Category"": ""Other PAD procedures (3)""}]"
7A4Ay00,Other open operation on femoral or popliteal artery OS,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""24677"", ""Category"": ""Other PAD procedures (3)""}]"
G73z011,Claudication,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""6853"", ""Category"": ""Peripheral vascular disease (7)""}]"
7A50100,Revision of reconstruction involving iliac artery,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""49273"", ""Category"": ""Other PAD procedures (3)""}]"
7A41F00,Ilio-femoral prosthetic cross over graft,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""41768"", ""Category"": ""Other PAD procedures (3)""}]"
7A49200,Endarterectomy of femoral artery NEC,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""18816"", ""Category"": ""Other PAD procedures (3)""}]"
7A4B200,Percutaneous transluminal embolectomy of femoral artery,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""6256"", ""Category"": ""Other PAD procedures (3)""}]"
G73y200,Acrocyanosis,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""4317"", ""Category"": ""Peripheral vascular disease (7)""}]"
G73y400,Acroparaesthesia - Schultze's type,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""22834"", ""Category"": ""Peripheral vascular disease (7)""}]"
G73y800,Erythromelalgia,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""10500"", ""Category"": ""Peripheral vascular disease (7)""}]"
G732000,Gangrene of toe,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""5414"", ""Category"": ""Peripheral vascular disease (7)""}]"
7A49.13,Reconstruction of femoral artery,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""63396"", ""Category"": ""Other PAD procedures (3)""}]"
G73y000,Diabetic peripheral angiopathy,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""34152"", ""Category"": ""Peripheral vascular disease (7)""}]"
7A12111,Aorto bifemoral graft,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""14895"", ""Category"": ""Other PAD procedures (3)""}]"
7A41C00,Bypass leg artery by aorta/deep femoral art anastomosis NEC,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""66804"", ""Category"": ""Other PAD procedures (3)""}]"
G74y200,Embolism and/or thrombosis of the external iliac artery,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""56919"", ""Category"": ""Leg or aortic embolism or thrombosis (8)""}]"
G74y000,Embolism and/or thrombosis of the common iliac artery,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""54865"", ""Category"": ""Leg or aortic embolism or thrombosis (8)""}]"
7A49z00,Reconstruction of femoral or popliteal artery NOS,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""6617"", ""Category"": ""Other PAD procedures (3)""}]"
7A48y00,Other bypass of femoral artery or popliteal artery OS,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""42640"", ""Category"": ""Other PAD procedures (3)""}]"
7A48.15,Other bypass of popliteal artery,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""12331"", ""Category"": ""Other PAD procedures (3)""}]"
7A10300,Axillo-unifemoral PTFE bypass graft,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""40302"", ""Category"": ""Other PAD procedures (3)""}]"
G73z000,Intermittent claudication,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""1517"", ""Category"": ""Peripheral vascular disease (7)""}]"
14NB.00,H/O: Peripheral vascular disease procedure,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""59534"", ""Category"": ""history of PVD during a consultation""}]"
M271400,Mixed venous and arterial leg ulcer,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""8801"", ""Category"": ""Peripheral vascular disease (7)""}]"
7A42.11,Reconstruction of common iliac artery,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""63280"", ""Category"": ""Other PAD procedures (3)""}]"
7A41900,Bypass common iliac artery by aorta/com iliac art anast NEC,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""32492"", ""Category"": ""Other PAD procedures (3)""}]"
G73y700,Erythrocyanosis,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""15272"", ""Category"": ""Peripheral vascular disease (7)""}]"
7A49800,Reconstruction of femoral artery with vein graft,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""52869"", ""Category"": ""Other PAD procedures (3)""}]"
7A47.15,Other emergency bypass of superficial femoral artery,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""97606"", ""Category"": ""Other PAD procedures (3)""}]"
G742700,Embolism and thrombosis of the dorsalis pedis artery,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""71860"", ""Category"": ""Leg or aortic embolism or thrombosis (8)""}]"
7A4B800,Percut translum thrombolysis femoral graft streptokinase,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""18030"", ""Category"": ""Other PAD procedures (3)""}]"
7A4A211,Open thrombectomy of femoral artery,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""16363"", ""Category"": ""Other PAD procedures (3)""}]"
C109F12,Type 2 diabetes mellitus with peripheral angiopathy,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""60699"", ""Category"": ""Peripheral vascular disease (7)""}]"
7A48z00,Other bypass of femoral artery or popliteal artery NOS,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""2066"", ""Category"": ""Other PAD procedures (3)""}]"
7A42100,Endarterectomy of iliac artery NEC,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""51211"", ""Category"": ""Other PAD procedures (3)""}]"
G73y.00,Other specified peripheral vascular disease,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""38907"", ""Category"": ""Peripheral vascular disease (7)""}]"
7A50.00,Revision of reconstruction of artery,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""20657"", ""Category"": ""Other PAD procedures (3)""}]"
7A41200,Emerg bypass iliac artery by femoral/femoral art anast NEC,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""72448"", ""Category"": ""Other PAD procedures (3)""}]"
7A48.00,Other bypass of femoral artery or popliteal artery,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""24692"", ""Category"": ""Other PAD procedures (3)""}]"
7A4A700,Repair of femoral artery with temporary silastic shunt,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""63368"", ""Category"": ""Other PAD procedures (3)""}]"
7A12000,Emerg bypass bifurc aorta by anast aorta to femoral artery,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""48755"", ""Category"": ""Other PAD procedures (3)""}]"
G742z00,Peripheral arterial embolism and thrombosis NOS,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""15302"", ""Category"": ""Peripheral vascular disease (7)""}]"
7A47.16,Other emergency bypass of femoral artery,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""11766"", ""Category"": ""Other PAD procedures (3)""}]"
7A41100,Bypass iliac artery by iliac/femoral artery anastomosis NEC,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""28616"", ""Category"": ""Other PAD procedures (3)""}]"
7A4A800,Repair of popliteal artery with temporary silastic shunt,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""66869"", ""Category"": ""Other PAD procedures (3)""}]"
C10FF00,Type 2 diabetes mellitus with peripheral angiopathy,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""37806"", ""Category"": ""Peripheral vascular disease (7)""}]"
G731000,Buerger's disease,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""23497"", ""Category"": ""Peripheral vascular disease (7)""}]"
7A41z00,Other bypass of iliac artery NOS,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""38921"", ""Category"": ""Other PAD procedures (3)""}]"
7A4B000,Percutaneous transluminal angioplasty of femoral artery,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""6356"", ""Category"": ""Other PAD procedures (3)""}]"
7A48.16,Other bypass of superficial femoral artery,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""40732"", ""Category"": ""Other PAD procedures (3)""}]"
7A42.00,Reconstruction of iliac artery,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""39039"", ""Category"": ""Other PAD procedures (3)""}]"
7A47400,Emerg bypass femoral art by fem/tib art anast c prosth NEC,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""66820"", ""Category"": ""Other PAD procedures (3)""}]"
G742500,Embolism and thrombosis of the popliteal artery,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""4539"", ""Category"": ""Leg or aortic embolism or thrombosis (8)""}]"
G732100,Gangrene of foot,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""12735"", ""Category"": ""Peripheral vascular disease (7)""}]"
7A49.14,Reconstruction of popliteal artery,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""28125"", ""Category"": ""Other PAD procedures (3)""}]"
7A47y00,Other emergency bypass of femoral or popliteal artery OS,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""65692"", ""Category"": ""Other PAD procedures (3)""}]"
7A47.13,Other emergency bypass of deep femoral artery,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""63238"", ""Category"": ""Other PAD procedures (3)""}]"
7A47200,Emerg bypass femoral art by fem/pop a anast c vein graft NEC,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""52342"", ""Category"": ""Other PAD procedures (3)""}]"
G73z.00,Peripheral vascular disease NOS,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""3530"", ""Category"": ""Peripheral vascular disease (7)""}]"
G74y300,Embolism and thrombosis of the iliac artery unspecified,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""27494"", ""Category"": ""Leg or aortic embolism or thrombosis (8)""}]"
7A48000,Bypass femoral artery by fem/pop art anast c prosthesis NEC,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""27580"", ""Category"": ""Other PAD procedures (3)""}]"
M271000,Ischaemic ulcer diabetic foot,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""24327"", ""Category"": ""Peripheral vascular disease (7)""}]"
7A47B00,Emerg bypass pop art by pop/peron art anast c vein graft NEC,Read codes v2,C1349,3837,Peripheral arterial disease - Primary care,PH236,472,Peripheral arterial disease,"[{""Disease"": ""Peripheral arterial disease"", ""Medcode"": ""62775"", ""Category"": ""Other PAD procedures (3)""}]"
